ID,Type,Message,Performed By,Occurred At
183461990,story_update_activity,s1a1d1f1 unestimated this feature,s1a1d1f1,2022-10-20T03:55:45Z
183461990,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Remove question from survey',s1a1d1f1,2022-10-20T03:55:39Z
183587037,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Remove memeber from team manually',s1a1d1f1,2022-10-20T03:55:38Z
183587040,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Adding student into the class',s1a1d1f1,2022-10-20T03:55:34Z
183587039,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Adding student into the class',s1a1d1f1,2022-10-20T03:55:32Z
183587033,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Fill up Survey',s1a1d1f1,2022-10-20T03:55:26Z
183587032,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Fill up Survey',s1a1d1f1,2022-10-20T03:55:25Z
183587031,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Fill up Survey',s1a1d1f1,2022-10-20T03:55:23Z
183587030,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Fill up Survey',s1a1d1f1,2022-10-20T03:55:21Z
183587029,story_move_activity,s1a1d1f1 moved this story before 'Copy of - Fill up Survey',s1a1d1f1,2022-10-20T03:55:19Z
183587040,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:55:14Z
183587039,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:55:12Z
183587038,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:55:09Z
183587037,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:55:05Z
183587035,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:57Z
183587034,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:55Z
183587033,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:51Z
183587032,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:49Z
183587031,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:46Z
183587030,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:43Z
183587029,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:54:38Z
183586698,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183437229,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183437243,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586730,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586750,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183467560,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586675,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586757,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586768,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586776,story_move_activity,s1a1d1f1 moved 10 stories,s1a1d1f1,2022-10-20T03:54:05Z
183586698,story_move_activity,s1a1d1f1 moved and scheduled this story before 'Adding student into the class',s1a1d1f1,2022-10-20T03:53:36Z
183586698,story_move_activity,s1a1d1f1 moved this story before 'Result Receiving',s1a1d1f1,2022-10-20T03:53:31Z
183586698,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183437229,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183437243,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586730,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586750,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183467560,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586675,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586757,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586768,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586776,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183366568,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:27Z
183586698,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183437229,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183437243,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586730,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586750,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183467560,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586675,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586757,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586768,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586776,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183366568,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:24Z
183586698,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183437229,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183437243,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586730,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586750,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183467560,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586675,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586757,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586768,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586776,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183366568,story_move_activity,s1a1d1f1 moved and scheduled 11 stories to the Backlog,s1a1d1f1,2022-10-20T03:53:19Z
183586698,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183437229,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183437243,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586730,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586750,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183467560,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586675,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586757,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586768,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586776,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183366568,story_move_activity,s1a1d1f1 moved 11 stories to the Icebox,s1a1d1f1,2022-10-20T03:53:03Z
183586698,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183437229,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183437243,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586730,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586750,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183467560,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586675,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586757,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586768,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586776,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183366568,story_move_activity,s1a1d1f1 moved 11 stories,s1a1d1f1,2022-10-20T03:52:58Z
183586776,story_move_activity,s1a1d1f1 moved this story before 'Fill up Survey',s1a1d1f1,2022-10-20T03:37:24Z
183586776,story_move_activity,s1a1d1f1 moved this story before 'Remove memeber from team manually',s1a1d1f1,2022-10-20T03:19:23Z
183586776,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:19:21Z
183586768,story_move_activity,s1a1d1f1 moved this story before 'Fill up Survey',s1a1d1f1,2022-10-20T03:16:20Z
183586768,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:16:17Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Add member to team manually',s1a1d1f1,2022-10-20T03:13:23Z
183586757,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:13:21Z
183586757,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:13:18Z
183437229,comment_update_activity,s1a1d1f1 edited this comment,s1a1d1f1,2022-10-20T03:11:01Z
183366427,story_delete_activity,s1a1d1f1 deleted this feature,s1a1d1f1,2022-10-20T03:09:53Z
183586750,story_move_activity,s1a1d1f1 moved this story before 'Add question to survey',s1a1d1f1,2022-10-20T03:09:36Z
183586750,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:09:30Z
183586730,task_delete_activity,s1a1d1f1 deleted a task on this story,s1a1d1f1,2022-10-20T03:09:07Z
183586730,task_create_activity,"s1a1d1f1 added task: ""Modify the database and the class to include team(all memebers) - 1 hour""",s1a1d1f1,2022-10-20T03:09:04Z
183586730,task_delete_activity,s1a1d1f1 deleted a task on this story,s1a1d1f1,2022-10-20T03:08:57Z
183586730,task_create_activity,"s1a1d1f1 added task: ""Create team class method of adding team(all memebers) - 0.5 hour""",s1a1d1f1,2022-10-20T03:08:21Z
183586675,task_update_activity,"s1a1d1f1 rewrote task: ""create survey class method of removing questions (all members) - 0.5hr""",s1a1d1f1,2022-10-20T03:07:06Z
183586675,comment_update_activity,s1a1d1f1 edited this comment,s1a1d1f1,2022-10-20T03:06:25Z
183586675,comment_update_activity,s1a1d1f1 edited this comment,s1a1d1f1,2022-10-20T03:06:07Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:04:06Z
183586730,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:04:00Z
183586730,story_update_activity,s1a1d1f1 estimated this feature as 2 points,s1a1d1f1,2022-10-20T03:03:58Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Add question to survey',s1a1d1f1,2022-10-20T03:03:49Z
183437243,story_move_activity,s1a1d1f1 moved this story before 'Add question to survey',s1a1d1f1,2022-10-20T03:03:44Z
183457378,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183458847,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183457396,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183458944,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183436796,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183462015,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183451432,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183437250,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183346636,story_delete_activity,s1a1d1f1 deleted 9 stories,s1a1d1f1,2022-10-20T03:03:35Z
183437243,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:03:02Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:03:01Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Create team manually',s1a1d1f1,2022-10-20T03:02:59Z
183586730,story_move_activity,s1a1d1f1 moved this story before 'Removing student from the class',s1a1d1f1,2022-10-20T03:02:57Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Create team manually',s1a1d1f1,2022-10-20T03:02:53Z
183586730,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T03:02:51Z
183586730,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T03:02:44Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T02:57:13Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Add question to survey',s1a1d1f1,2022-10-20T02:57:11Z
183586698,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T02:54:46Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T02:51:03Z
183586675,story_move_activity,s1a1d1f1 moved this story before 'Group Customization',s1a1d1f1,2022-10-20T02:51:01Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Removing student from the class',s1a1d1f1,2022-10-20T02:50:58Z
183467560,story_update_activity,s1a1d1f1 edited this feature,s1a1d1f1,2022-10-20T02:50:04Z
183467560,story_update_activity,s1a1d1f1 edited this feature,s1a1d1f1,2022-10-20T02:50:00Z
183467560,story_move_activity,s1a1d1f1 moved this story before 'Remove question from survey',s1a1d1f1,2022-10-20T02:49:51Z
183586675,story_create_activity,s1a1d1f1 added this feature,s1a1d1f1,2022-10-20T02:49:46Z
183437229,comment_update_activity,s1a1d1f1 edited this comment,s1a1d1f1,2022-10-20T02:46:58Z
183437229,comment_update_activity,s1a1d1f1 edited this comment,s1a1d1f1,2022-10-20T02:46:11Z
183437229,task_update_activity,"s1a1d1f1 rewrote task: ""add the code that to genereate a student instance with user's customization (all members) - 1.0hr""",s1a1d1f1,2022-10-20T02:44:21Z
183437229,story_move_activity,s1a1d1f1 moved this story before 'Removing student from the class',s1a1d1f1,2022-10-20T02:39:20Z
183458992,story_delete_activity,s1a1d1f1 deleted 2 stories,s1a1d1f1,2022-10-20T02:38:44Z
183457176,story_delete_activity,s1a1d1f1 deleted 2 stories,s1a1d1f1,2022-10-20T02:38:44Z
183461990,story_move_activity,s1a1d1f1 moved this story after 'load a CSV file',s1a1d1f1,2022-10-20T02:38:30Z
183461990,story_move_activity,s1a1d1f1 moved this story before 'load a CSV file',s1a1d1f1,2022-10-20T02:38:23Z
183451859,story_delete_activity,s1a1d1f1 deleted this feature,s1a1d1f1,2022-10-20T02:38:07Z
183437250,story_update_activity,s1a1d1f1 estimated this feature as 2 points,s1a1d1f1,2022-10-20T02:37:36Z
183451432,story_update_activity,s1a1d1f1 estimated this feature as 2 points,s1a1d1f1,2022-10-20T02:37:34Z
183370589,story_delete_activity,s1a1d1f1 deleted this feature,s1a1d1f1,2022-10-20T02:37:29Z
183437249,story_delete_activity,s1a1d1f1 deleted this feature,s1a1d1f1,2022-10-20T02:37:23Z
183370590,story_delete_activity,s1a1d1f1 deleted this feature,s1a1d1f1,2022-10-20T02:36:45Z
183471475,story_delete_activity,s1a1d1f1 deleted 2 stories,s1a1d1f1,2022-10-20T02:35:52Z
183471465,story_delete_activity,s1a1d1f1 deleted 2 stories,s1a1d1f1,2022-10-20T02:35:52Z
183471475,story_update_activity,s1a1d1f1 rejected this feature,s1a1d1f1,2022-10-20T02:35:37Z
183471475,story_update_activity,s1a1d1f1 delivered this feature,s1a1d1f1,2022-10-20T02:35:34Z
183471475,story_update_activity,s1a1d1f1 finished this feature,s1a1d1f1,2022-10-20T02:35:33Z
183366427,story_move_activity,s1a1d1f1 moved this story before 'Fill up Survey',s1a1d1f1,2022-10-20T02:33:03Z
183467560,story_update_activity,s1a1d1f1 edited this feature,s1a1d1f1,2022-10-20T02:31:59Z
183467560,story_update_activity,s1a1d1f1 edited this feature,s1a1d1f1,2022-10-20T02:31:34Z
183467560,story_update_activity,s1a1d1f1 unstarted this feature,s1a1d1f1,2022-10-20T02:31:21Z
183471475,story_update_activity,Ruotong Wang started this feature,Ruotong Wang,2022-10-06T01:45:12Z
183471465,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:45:11Z
183471475,comment_create_activity,"Ruotong Wang added comment: ""Given a page when students want to ask some thing about choosing group""",Ruotong Wang,2022-10-06T01:44:55Z
183471475,task_create_activity,"Ruotong Wang added task: ""Integrate everything and do testing""",Ruotong Wang,2022-10-06T01:40:33Z
183471475,task_create_activity,"Ruotong Wang added task: ""Write unit tests""",Ruotong Wang,2022-10-06T01:40:10Z
183471475,task_create_activity,"Ruotong Wang added task: ""Add the logic code to get the project information form UI and  add the project info into the table""",Ruotong Wang,2022-10-06T01:39:55Z
183471475,task_create_activity,"Ruotong Wang added task: ""Create the database and the project table""",Ruotong Wang,2022-10-06T01:38:40Z
183471475,task_create_activity,"Ruotong Wang added task: ""Create the add project UI page""",Ruotong Wang,2022-10-06T01:38:07Z
183471475,task_create_activity,"Ruotong Wang added task: ""Create the project class """,Ruotong Wang,2022-10-06T01:37:45Z
183471475,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:37:08Z
183471475,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:37:03Z
183471475,story_update_activity,Ruotong Wang estimated this feature as 1 point,Ruotong Wang,2022-10-06T01:35:27Z
183471475,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:35:18Z
183471475,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:35:17Z
183471475,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:35:09Z
183471475,story_create_activity,Ruotong Wang added this feature,Ruotong Wang,2022-10-06T01:34:12Z
183471465,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:33:30Z
183471465,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:33:27Z
183471465,story_create_activity,Ruotong Wang added this feature,Ruotong Wang,2022-10-06T01:32:00Z
183467560,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:13:44Z
183467560,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:13:12Z
183467560,story_update_activity,Ruotong Wang started this feature,Ruotong Wang,2022-10-06T01:10:51Z
183467560,story_update_activity,Ruotong Wang edited this feature,Ruotong Wang,2022-10-06T01:10:34Z
183458944,story_move_activity,davidyin97 moved 4 stories to the Icebox,davidyin97,2022-10-05T20:24:40Z
183458992,story_move_activity,davidyin97 moved 4 stories to the Icebox,davidyin97,2022-10-05T20:24:40Z
183457176,story_move_activity,davidyin97 moved 4 stories to the Icebox,davidyin97,2022-10-05T20:24:40Z
183436796,story_move_activity,davidyin97 moved 4 stories to the Icebox,davidyin97,2022-10-05T20:24:40Z
183457378,story_move_activity,davidyin97 moved this story before 'Add multiple-choice question',davidyin97,2022-10-05T17:22:14Z
183458847,story_move_activity,davidyin97 moved this story before 'Add multiple-choice question',davidyin97,2022-10-05T17:22:14Z
183457396,story_move_activity,davidyin97 moved this story before 'Modification of Professor ',davidyin97,2022-10-05T17:22:13Z
183467560,story_move_activity,davidyin97 moved this story before 'Modification of Professor ',davidyin97,2022-10-05T17:22:12Z
183467560,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:21:07Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Write unit tests(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:51Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Add the logic code to get the question information from UI and add the question info into the table(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:49Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Create the database and the single-choice answer table(all memebers) - 1hour""",davidyin97,2022-10-05T17:19:47Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Create corresponding single-choice student answer class(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:45Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Create the database and the single-choice question table(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:44Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Create and add question UI page(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:42Z
183457378,task_update_activity,"davidyin97 rewrote task: ""Create single-choice question class(all memebers) - 0.5 hour""",davidyin97,2022-10-05T17:19:41Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Write unit tests(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:37Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Add the logic code to get the question information from UI and add the question info into the table(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:35Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Create the database and the schedule-compatibility answer table(all memebers) - 1hour""",davidyin97,2022-10-05T17:19:32Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Create corresponding schedule-compatibility student answer class(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:31Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Create the database and the schedule-compatibility question table(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:29Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Create and add question UI page(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:28Z
183458847,task_update_activity,"davidyin97 rewrote task: ""Create schedule-compatibility question class(all memebers) - 0.5 hour""",davidyin97,2022-10-05T17:19:25Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Write unit tests(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:19Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Add the logic code to get the question information from UI and add the question info into the table(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:17Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Create the database and the multiple-choice answer table(all memebers) - 1hour""",davidyin97,2022-10-05T17:19:13Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Create corresponding multiple-choice student answer class(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:12Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Create the database and the multiple-choice question table(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:11Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Create and add question UI page(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:09Z
183457396,task_update_activity,"davidyin97 rewrote task: ""Create multiple-choice question class(all memebers) - 0.5 hour""",davidyin97,2022-10-05T17:19:08Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Write unit tests(all memebers) - 1 hour""",davidyin97,2022-10-05T17:19:02Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Add the logic code to get the question information from UI and add the question into the survey(all memebers) - 2 hour""",davidyin97,2022-10-05T17:19:00Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Create and add adding question UI page(all memebers) - 2 hour""",davidyin97,2022-10-05T17:18:58Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Modify the database and the survey table to include questions(all memebers) - 1 hour""",davidyin97,2022-10-05T17:18:56Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Create survey class method of adding question(all memebers) - 0.5 hour""",davidyin97,2022-10-05T17:18:54Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Create survey class method of adding question - 0.5 hour(all memebers)""",davidyin97,2022-10-05T17:18:49Z
183457378,story_update_activity,davidyin97 estimated this feature as 2 points,davidyin97,2022-10-05T17:17:47Z
183458847,story_update_activity,davidyin97 estimated this feature as 2 points,davidyin97,2022-10-05T17:17:44Z
183457396,story_update_activity,davidyin97 estimated this feature as 2 points,davidyin97,2022-10-05T17:17:41Z
183467560,story_update_activity,davidyin97 estimated this feature as 3 points,davidyin97,2022-10-05T17:17:37Z
183457378,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:17:16Z
183458847,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:17:06Z
183457396,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:16:56Z
183467560,comment_create_activity,"davidyin97 added comment: ""Given the add question page is available for each survey, when the instructor selects all questions and clicks the submit button, then the question will be added to the survey and will be displayed in the survey, or an error message will be displayed. (For testing, we test the database itself if can correctly store the instructor's assigned questions)""",davidyin97,2022-10-05T17:16:19Z
183457396,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:15:00Z
183457378,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:14:44Z
183458847,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:14:24Z
183458847,comment_update_activity,davidyin97 edited this comment,davidyin97,2022-10-05T17:14:13Z
183467560,comment_create_activity,"davidyin97 added comment: ""Given an add question button is available for each survey, when the instructor clicks on it, a page will be displayed to the instructor to enable the instructor to select which question to add to the survey. (UI mock-up)""",davidyin97,2022-10-05T17:12:59Z
183467560,task_create_activity,"davidyin97 added task: ""Write unit tests(all memebers) - 1 hour""",davidyin97,2022-10-05T17:11:45Z
183467560,task_create_activity,"davidyin97 added task: ""Add the logic code to get the question information from UI and add the question into the survey(all memebers) - 2 hour""",davidyin97,2022-10-05T17:11:33Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Create and add adding question UI page - 2 hour""",davidyin97,2022-10-05T17:10:33Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Modify the database and the survey table to include questions - 1 hour""",davidyin97,2022-10-05T17:10:06Z
183467560,task_update_activity,"davidyin97 rewrote task: ""Create survey class method of adding question - 0.5 hour""",davidyin97,2022-10-05T17:09:24Z
